action_id,run_id,action_type,status,proposed_epoch,expiration_epoch,bot_recommendation,bot_score,bot_confidence,network_majority,network_agreement,top10_majority,top10_agreement,actual_drep_yes_pct,actual_drep_no_pct,actual_drep_abstain_pct,top10_vote_counts_json,explain_hash,input_hash,snapshot_bundle_hash,soul_commit,resource_registry_commit,anchor_url
gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlp2tyw3h6,gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlp2tyw3h6-6eec045b31e6,TreasuryWithdrawals,ratified,570,577,ABSTAIN,0.1167,0.6367,YES,diverged,UNKNOWN,unknown,141.0,39.0,8.0,{},d801ef95d471b99bd881d8e2cc8195e775d4ea915b6d20236694ebc988725aa8,,,,,ipfs://bafkreidy6xsjjpdccodhiurbdcvtcf5tqzkyfgx3ruuhso2ijjuovycuny
gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlp5u7pqqr,gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlp5u7pqqr-351204f732f8,TreasuryWithdrawals,ratified,570,577,ABSTAIN,0.1167,0.6367,YES,diverged,UNKNOWN,unknown,145.0,40.0,15.0,{},2c2e0cdbf7786f6fec1cf106e472774de58507c9942e82442da1b1a5d37f9ad9,,,,,ipfs://bafkreidlb2fusg7asmfcnugcrzmfkhk6sb32b4st5ieji2q3oxmbhm6sma
gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlp679xfzf,gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlp679xfzf-0fd1e95868bd,TreasuryWithdrawals,ratified,570,577,ABSTAIN,0.1167,0.6367,YES,diverged,UNKNOWN,unknown,136.0,66.0,21.0,{},181b71e1c08d9ff5976eb98a4bee59aeb4e9c90d519a0749c594523dc0bacfc3,,,,,ipfs://bafkreicewinu7ogkkxho7ubwpi6q4iy2xqs2pv4lhvueyz6qe3rkc2icru
gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlp730y0dn,gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlp730y0dn-ac24225341bf,TreasuryWithdrawals,ratified,570,577,ABSTAIN,0.1167,0.6367,YES,diverged,UNKNOWN,unknown,113.0,37.0,8.0,{},ff0dd1a55264d5ef83cc70b327cb0724b322eb6856c6bf6224497a9adfa5e9b6,,,,,ipfs://bafkreihki45xehzrcyk6e7onyjc3u4mjg3vbd72oi5wfg2h6blemtr65yq
gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlpcdq823y,gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlpcdq823y-39ab926a77e5,TreasuryWithdrawals,ratified,570,577,NO,-0.1433,0.6633,YES,diverged,UNKNOWN,unknown,115.0,96.0,12.0,{},16976195820d079d00040b10405c76d5dd205d8e18b64f447f99af21745d56d3,,,,,ipfs://bafkreidb56gwlzeuzav2xfubcbqa7txllbl2byiadnlxjdr2dgaqgb7z4m
gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlpgcp0jyh,gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlpgcp0jyh-3bac9a3a91e3,TreasuryWithdrawals,ratified,570,577,ABSTAIN,0.1167,0.6367,YES,diverged,UNKNOWN,unknown,153.0,13.0,9.0,{},ff0828e3048d58f81c70b37ffb85d5120cfbc505477d471aaa6365710305b5ab,,,,,ipfs://bafkreigivcba5jtrmzvr4ilvokyyzbryry63cz6ctow7tjmmkjxpvgfbsq
gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlpjq3z9u5,gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlpjq3z9u5-2d365f703357,TreasuryWithdrawals,ratified,570,577,ABSTAIN,0.1167,0.6367,YES,diverged,UNKNOWN,unknown,124.0,51.0,17.0,{},79eae47604b99089d5b1047b679ad659f09017c0786123f905874c1f2b9526d7,,,,,ipfs://bafkreihhdmx6eumwipv4zlhlrbbkz6uj52y6xpzpjgwfnkzzzamtqgmq4u
gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlpk0mqrnw,gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlpk0mqrnw-24135902101c,TreasuryWithdrawals,expired,570,577,ABSTAIN,0.0967,0.6167,YES,diverged,UNKNOWN,unknown,124.0,81.0,15.0,{},7d13ed484310f80d9c265766800054598c9e60ffe95bbce5e477fb43d1476f9e,,,,,ipfs://bafkreicek47fmmvljbc2bjosg23x7hj5h7ijg7on447oy5gfuii7opgm6y
gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlpqx4t762,gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlpqx4t762-477e8e09e3a5,TreasuryWithdrawals,ratified,570,577,ABSTAIN,0.1167,0.6367,YES,diverged,UNKNOWN,unknown,143.0,27.0,6.0,{},ab7e6a422a36c66b97b8705739b4ceea46229669a12c638c348c04ed9cf4a4fb,,,,,ipfs://bafkreiechnwimuhwdwovwscljcsypzjlidrmktcbcssoovbgwgxkm4g4d4
gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlpsn5rx0e,gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlpsn5rx0e-767e5188eeef,TreasuryWithdrawals,ratified,570,577,ABSTAIN,0.1167,0.6367,YES,diverged,UNKNOWN,unknown,142.0,34.0,10.0,{},50fd43c2233d173c10c3b5f8d388f63c0c865463f0a0f96b56c9e16c489cd4f5,,,,,ipfs://bafkreidcvqu57gic4bigicuk6ssiykrkrfzi7c3jlwgiyxuskggqnyvcim
gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlpuz29v77,gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlpuz29v77-11a645ff8ddf,TreasuryWithdrawals,expired,570,577,NO,-0.5333,1.0,NO,aligned,UNKNOWN,unknown,93.0,113.0,20.0,{},c0e044d9c35a1bdcaf489116c81fe1fa39c1f1e30c2def4d73a820e7afa7c6ed,,,,,ipfs://bafkreidccjzvdy7np2uybq22w4n52cqu2qguoaws4o3j3wvu2rk4n27npq
gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlpvhtd5td,gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlpvhtd5td-5f0eac16e1ac,TreasuryWithdrawals,ratified,570,577,ABSTAIN,0.1167,0.6367,YES,diverged,UNKNOWN,unknown,162.0,44.0,18.0,{},c58df7573ac86a60ee5461ab171421490104b82c83e72c3c886df095a6743aa1,,,,,ipfs://bafkreigltrp3abb6s667vrtnyspriii2j4wg25cieulbn26s3v36d4qsay
gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlpwywvhcq,gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlpwywvhcq-4390ed8ffaa9,TreasuryWithdrawals,ratified,570,577,ABSTAIN,0.1167,0.6367,YES,diverged,UNKNOWN,unknown,151.0,15.0,6.0,{},4ae1e81bae30e00f367ac36ef15675af97022aed9e44455686397de2e3e36f75,,,,,ipfs://bafkreid2pq5icpp77nfvdvnb5ipy3fqs77tpnls4ngxy6semzkdq7d2z7y
gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlpx66gmxa,gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlpx66gmxa-b60d057a2e84,TreasuryWithdrawals,ratified,570,577,ABSTAIN,0.1167,0.6367,YES,diverged,UNKNOWN,unknown,146.0,59.0,19.0,{},8b126efe5eecbcf17300d3707fa1f741dc5a982bd8f34dd85bae11a98fe2f243,,,,,ipfs://bafkreihd2hqcfvssop4aqxxqoch63ds6mkpapsfm7j7onyvemzayiby4ua
gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlpyflfc4s,gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlpyflfc4s-0905f91a0c5e,TreasuryWithdrawals,ratified,570,577,ABSTAIN,0.1167,0.6367,YES,diverged,UNKNOWN,unknown,153.0,19.0,6.0,{},36b43205bf51e665fde396bbc978d2ee3734d0987b8e5ce4f43bc2dd273656e3,,,,,ipfs://bafkreicrrim5wicmsnrjpw7gp52jmebn7a2ly6j4eopjkvdsol6adyboqu
gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlpz4s2af8,gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlpz4s2af8-0ef31eb8384d,TreasuryWithdrawals,ratified,570,577,ABSTAIN,0.1167,0.6367,YES,diverged,UNKNOWN,unknown,129.0,26.0,6.0,{},4e53c1f88c46b6722cd1efe7bb3e527e2175d90980ce30a3f1ee7eb2fbc272ea,,,,,ipfs://bafkreiceukwtpmes66twb3axkdmftpg3p5vyfolgcyhkentlbuilc274fq
gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlq2yeptuu,gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlq2yeptuu-84432057bd6e,TreasuryWithdrawals,ratified,570,577,ABSTAIN,0.1167,0.6367,YES,diverged,UNKNOWN,unknown,185.0,14.0,5.0,{},55247f1f52ac62bb4c5c0df1a9c66f70fefa6024f2e1f0b00bf90096b4b6fac3,,,,,ipfs://bafkreibcranrq3y5eh7pcjuvq2tcmlapfw2pc7x3nazwp5lonx6docoayu
gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlq5nrw6t9,gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlq5nrw6t9-1322bd47a7b0,TreasuryWithdrawals,ratified,570,577,ABSTAIN,0.1167,0.6367,YES,diverged,UNKNOWN,unknown,139.0,32.0,5.0,{},2e50e459cbdddeced1468f7740f8f02d319999ba71715a1e5376701ec84fadce,,,,,ipfs://bafkreicc2dbqlrkqhahasq2qqho3lry2axt4adrfnamro43m56v5sib7hi
gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlq63cfnf0,gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlq63cfnf0-00917b3ccbb4,TreasuryWithdrawals,ratified,570,577,ABSTAIN,0.1167,0.6367,YES,diverged,UNKNOWN,unknown,152.0,13.0,10.0,{},9be2ade759341bed19dca5affb541108a170454572d2172e103f6a6f54c96cdc,,,,,ipfs://bafkreienjc55atyjxfy7ij2mthoud6m2um5snifhjvurflfujf4s2sa3le
gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlq77jt4x4,gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlq77jt4x4-9e6b0e3e4314,TreasuryWithdrawals,ratified,570,577,ABSTAIN,0.1167,0.6367,YES,diverged,UNKNOWN,unknown,164.0,17.0,5.0,{},ab2c9c7fb574c54faf06bcb90b79dc109d47ab43e1c551d3f1d3a0e90dc1d636,,,,,ipfs://bafkreians5wdbxjgttbajinzfrhdxd7q7mzpfahsyyjntcq4xekts4qasu
gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlqczags6z,gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlqczags6z-f43cb2ed1639,TreasuryWithdrawals,ratified,570,577,ABSTAIN,0.1167,0.6367,YES,diverged,UNKNOWN,unknown,157.0,20.0,6.0,{},835efc9c56a03cb4e160349858e399f0b5634f679f50ebb49cdf95bdb82e8388,,,,,ipfs://bafkreig7hi75t33nvu5t6y4hqf26thdpwvwvqcuzo3o3ehccslrwtf6bwe
gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlqghuqg03,gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlqghuqg03-5d260e74ba03,TreasuryWithdrawals,ratified,570,577,ABSTAIN,0.1167,0.6367,YES,diverged,UNKNOWN,unknown,185.0,12.0,6.0,{},58e91fccba7004a6fb8448f54e4b66e190b8396f6c12d8f61099aced8aae1c1f,,,,,ipfs://bafkreigm5xreg7ezyedhowwecyy2qnue3bfhbw5dex5odmvunddeg5jsem
gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlqj0vdlhj,gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlqj0vdlhj-8671db1e97af,TreasuryWithdrawals,ratified,570,577,ABSTAIN,0.1167,0.6367,YES,diverged,UNKNOWN,unknown,162.0,19.0,5.0,{},2b455ebdb34c53705a46596c620a2d44dcc30bd463669d1c7d0d8986f137d63c,,,,,ipfs://bafkreibwg74hpx5vyyixzggxdkunrqy6kdkx2mpp57r6fknkqe7z263omm
gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlqkqx0ecg,gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlqkqx0ecg-d52de5ced756,TreasuryWithdrawals,ratified,570,577,ABSTAIN,0.1167,0.6367,YES,diverged,UNKNOWN,unknown,159.0,23.0,5.0,{},199160ef9e7591e436b26e20f99cee5f2ba52f0523463ae951abc9b68b2a6ddd,,,,,ipfs://bafkreiedjhlwerulq5qg5tku2qqremf2cf2dguxvktttnjddei3fxct37a
gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlqqfgyy3v,gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlqqfgyy3v-ac369f2056db,TreasuryWithdrawals,ratified,570,577,ABSTAIN,0.1167,0.6367,YES,diverged,UNKNOWN,unknown,198.0,8.0,1.0,{},4d119247b360f62298a343efae6cb0b335e604d300323b800b17b8d8e308d421,,,,,ipfs://bafkreidjnukg5c7u5zlkxaciy4hkxfixvtquhx6uzlqpydvrxormfqpdm4
gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlqsufvuyl,gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlqsufvuyl-502c05551bd5,TreasuryWithdrawals,ratified,570,577,ABSTAIN,0.1167,0.6367,YES,diverged,UNKNOWN,unknown,174.0,10.0,5.0,{},db097fd8fe3aa611e22b0d99d9feb49cb9beba43fef01a20a93066902018ba7b,,,,,ipfs://bafkreihqhuiuwdjyukw4ul5obxz656ndyz5najokjhdw7mbdscskyaalfu
gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlqudh2k4c,gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlqudh2k4c-c1b3bca1226f,TreasuryWithdrawals,ratified,570,577,ABSTAIN,0.1167,0.6367,YES,diverged,UNKNOWN,unknown,127.0,34.0,7.0,{},173ed2eb1d3e7ee727d292a922552cd6a25c4585c6df3a8ea2a0d865eaf30041,,,,,ipfs://bafkreidlgy2mljdxjknsxzpy6im5xkgsw4ticvwqmgedecs53dzdqhgdlu
gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlqvckzwqt,gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlqvckzwqt-5d83415e4f12,TreasuryWithdrawals,ratified,570,577,ABSTAIN,0.1167,0.6367,YES,diverged,UNKNOWN,unknown,166.0,15.0,3.0,{},2304719b4568834e2b7e1529800d0d1a7114cc0f54910eabb74b5007064ccf32,,,,,ipfs://bafkreigfhg7nn4pshyogcokcuo7ohpjpw6gaatnm74hum5vungrqwvpxs4
gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlqwtnrdnx,gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlqwtnrdnx-888cc0ca3634,TreasuryWithdrawals,ratified,570,577,ABSTAIN,0.1167,0.6367,YES,diverged,UNKNOWN,unknown,186.0,12.0,6.0,{},aeb1f7e33b5aa2a252e634ac4fea9db106d851835b47d78036cbf315c3cca92b,,,,,ipfs://bafkreigjofgwm4qtwn7r3e6nczaxo7jp4fmhzphozrpcuvnx5k2khlbtty
gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlqx488pdm,gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlqx488pdm-cb852a82e7ea,TreasuryWithdrawals,ratified,570,577,ABSTAIN,0.1167,0.6367,YES,diverged,UNKNOWN,unknown,183.0,15.0,3.0,{},f4e8b4ace349449588c85c46b3d634b88b1618b7f3c019e36732d0a083963964,,,,,ipfs://bafkreicmz5a6ylplflowjdj7vjzp6glt45k2r6mnhwlmzq7kjkl3fvuzeu
gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlqyxzxz7k,gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlqyxzxz7k-25587704f3e2,TreasuryWithdrawals,ratified,570,577,ABSTAIN,0.1167,0.6367,YES,diverged,UNKNOWN,unknown,189.0,13.0,13.0,{},d6cfe27b4bd7d72f887b758baa372c4b1857882f12f02f8fd3644dd2bb8b2fb2,,,,,ipfs://bafkreidgiirfod3axto3xf3nducsao5w4rp6vqrijeh5m6mqgdxotaafbq
gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlqz6d98zp,gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlqz6d98zp-fb8aa5d54d6c,TreasuryWithdrawals,ratified,570,577,ABSTAIN,0.1167,0.6367,YES,diverged,UNKNOWN,unknown,199.0,6.0,7.0,{},914b5301b14961eace3305ba164928ac1799846d776382414a1467558cb523c5,,,,,ipfs://bafkreigt5xy56qjxd7dl2s7u6jxec2cfxevynppvgnnjifc2wawr7md5ha
gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlzgf074ea,gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlzgf074ea-0cae48d75923,TreasuryWithdrawals,ratified,570,577,ABSTAIN,0.1167,0.6367,YES,diverged,UNKNOWN,unknown,129.0,21.0,7.0,{},9250018fb6725d4eb736343ca09c5ace111ebb37eb22d9549728df2d31233faa,,,,,ipfs://bafkreig4bosl5dfpmtqguybf4yaffkwo5hcaxxy2k7wlbwdl57twojfk2i
gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlzqhm6e8q,gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlzqhm6e8q-79f64cec6a39,TreasuryWithdrawals,ratified,570,577,ABSTAIN,0.1167,0.6367,YES,diverged,UNKNOWN,unknown,174.0,14.0,9.0,{},6a558b06ee9aa8412bc3244f54e0f5cc4fec4eb87885b4b15b3b713c787aa0c0,,,,,ipfs://bafkreigq3zbxymon7of3x4jtn7zrzjk2merntcd54yhvmgsjsduq6h3zwa
gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlzxt5eumh,gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlzxt5eumh-779519ca4a7b,TreasuryWithdrawals,ratified,570,577,ABSTAIN,0.1167,0.6367,YES,diverged,UNKNOWN,unknown,162.0,47.0,13.0,{},c59e7be0ee9c6e42ccf19d0e8751470738d3f8fa24b9b90269de4bc0bdae4b4b,,,,,ipfs://bafkreicjt5d4y7phbqwyhfkmtz75u2nck3is5cuywkcisnmtsuibdrm3li
gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlzyc3clg6,gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlzyc3clg6-fa348c83fae1,TreasuryWithdrawals,ratified,570,577,ABSTAIN,0.1167,0.6367,YES,diverged,UNKNOWN,unknown,133.0,21.0,6.0,{},739e3349d6a0c443823090a3e4d0145d238569f6626f414ea3a36ffd4da4125a,,,,,ipfs://bafkreigrw7v6q2wcnbgjd22ev6eepitgaegtkkmhzwmsccfxmejkc3okbm
gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlzzy7m65d,gov_action13tfag48nf94rtjcdq7c06vhkslmxxw9h6c88sl7q5g5nnewcsvlzzy7m65d-60e86817c537,TreasuryWithdrawals,ratified,570,577,ABSTAIN,0.1167,0.6367,YES,diverged,UNKNOWN,unknown,142.0,15.0,6.0,{},f7cdcc0f8cbfbea33c59b883b50c0f01ecc6aaa2a28c970fe4cf0909bcc71892,,,,,ipfs://bafkreialtiknfumaxc23xjqxs2r4g5qjca3tikopmottieu5iq2sr77b3i
